"id","song","rating","review","account"
"38","29","10","what a solid, enchanting addition to the song, sounds like it deserves to be on the downward spiral.","0"
"39","25","10","Fantastic voice... Lyrics all mean something to me and the love of my life.

Chris","0"
"40","46","10","that is the top dollar choice of the last month or so.... i gotta hand it to you i find myself not even being able to think of another remix that put such outstanding beats together while being so off the wall.   i couldnt listen to it enough.  the rythum of closer and the guitar of last?, are you kiddNINg me that was outstanding.   no joke this one is for the books this one took time or it was the lotto odds if not to make such a awsome remix. 

excellent work,

evil ethics
","0"
"41","25","10","Wow! If this were touched up a bit more, i\'d say it\'d be worthy of submission on a Tribute CD or two. Very well done and very well written lyrics that express the mood of the song perfectly. In fact, i\'ll use that word to describe it, it\'s perfect!","0"
"42","25","10","Beautiful song; lovely lyrics; superb vocals. 10! : D","0"
"43","25","7","I would have gave you a nine but Your mic sounds cheap ... I liked the lyrics and singing though .. You just need better equipment .. But thats ok ... At least you delivered your feelings into this NIN song ,and it fit well ... I would Like to hear some more of your work with nin songs ... I hope you get better equipment cuz you are a good song writer ... good Luck","0"
"44","50","10","geezUS,  this remixer kills me every time i see a new one from them.   this one is just as good as the closer/last mix.  and that one was of greek god status.   

for the review,  first off,  man the selection of songs you mix is excellent by itself.

but the actuall work of the mix in and out with the multiple ideas and relations that they thrive off is amazNINg.  the explosion at 1.24 secs makes me wanna grab the nearest object_ and smash something with it.  excellent in and out fades new portions included = a complete reality of me putting this on a disc and taking it to the living room to burn_ my stereo equipment to the ground.....

thanks again, 

for yet another top fNINg dollar remix.

evil ethics
","0"
"45","47","7","this is a good mix. I like the low bass line... It brings more feeling to it.... The othere parts could have neen turned up ....and the ending could have been more like the real version.... But over all you did well.....","0"
"46","39","8","Woah!...What a nice sweeping backward intro for the first 35 seconds until the piano plays throughout the background. I couldn\'t figure it out how you did with the instrumental part without hearing any metallic noises in the background. However, I can still barely hear the lyrics, \""I cannot go through this again\"" playing as well in the background...just barely. Otherwise, it wouldn\'t been a great instrumental mix. But still, a nice instrumental mix.","0"
"47","25","10","I love your voice and your spin on the song. Sounded really good!","0"
"48","12","10","I love this song and I dig the vocals a lot. There are few mixes that I actually enjoy, this being one of them :) Thanks for making it :)","0"
"49","43","8","Wow, nice voice! I dont like the synth violins much though, something a little less synthesized and more artificial would work. I like the piano!!","0"
"50","32","10","This song is amazing! It has a very similar NIN sound, this artist has major talent, the way he blends the guitar, into the computer.

He is a very talented artist, and will go far!! ","0"
"51","65","10","wow, good mastering for fan song, really like the chorus vocals as well.","0"
"52","50","9","great remix of the song, I can tell you actually put time into the sequencing and modifications to the track. Its nice to have some new tracks to listen to and be inspired by. definitly would have to say my favorite part is about hmm 30-45sec into the song when the gritty guitar comes in and brings the beat together.","0"
"53","65","10","WOW!! Amazing quality!! And the vocals sound like a mix of marilyn manson, and jon davis from Korn, very good sound!!","0"
"54","55","7","good remix....the filtered fx on the vocals were pretty cool as well as the new guitar distorsion. its nice too see something creative that isn\'t just clippings of NIN songs that are arranged over eachother in a sequencer. the one thing I would change about this mix tho is about halfway through it loses its energy and there is no build of elements, it gets a little stagnant and drops to an 7 from a 10.","0"
"55","45","2","It\'s like you\'ve never heard the song sung by trent before. The music\'s okay, and you\'re voice isn\'t too bad, but you\'re too off... So... I give it a 2.","0"
"56","66","2","WOW just a little bit too much confusion going on in this one for me, but I\'ve heard your other remixes and you did well in them.","0"
"57","69","10","THIS IS A TOTAL KICK ASS REMIX !!  I HOPE TO HEAR MORE MORE FROM YOU TWO !!  

ROX !!","0"
"58","13","10","evil .....  

your work here was awesome !!  not only was the music perfect with the voices .. but it was also very touching !!

way sooper rad !!  for sure ....","0"
"59","73","9","Wow...that was some cool remix! I like it how the instrumental part flowing with the guitars and the drum beats (Not to mention with the tweaking and vocaling). It was all good until right at the last minute of the remix. 
Hate to say it but, it kinda went downhill and out of beat which it didn\'t sound right at the end. What happened man?!! :/

Well, that slight error in the mix cost you a perfect score. However, I still like this cool remix of yours. A 9! :) ","0"
"60","65","8","whoever the author is, i really really like this. there is a lot of potential in you, i would deffinately buy material if you have some. hopefully you read this and send me an email.","0"
"61","76","9","I wasn\'t sure if this song was going to work. The original was so beautiful. But when I heard it... I was blown away, it\'s haunting and dancable. Very well done.","0"
"62","7","9","Very, VERY cool....   you really paint a picture and it has a level of sophistication that I really dig... the energy is awesome... I wish at some point it could have gone more Hard Rock with live drum elements but the techno thing is what it is... good job!","0"
"63","25","0","Personally, I did not find this mix enjoyable at all.  In fact, I would go so far as to say that it completely ruined what was an awesome song.

It\'s not a bad concept, but the vocals were just so horribly nasal that I found the song unlistenable.  The vocals were entirely too loud as well.

Also, what is this song about?  It doesn\'t make any sense.  \""Tell me now, why you (word missing), hurry now... (something about hands around your throat)\"" 

Like I said, it could have been an interesting concept, but some songs are just best left without words. Now I will never be able to listen to The \""Persistence of Loss\"" without hearing those nasal, high-pitched vocals and incredibly cliche, emo lyrics in my head.  I have no idea how this song made it to the top of the list.","0"
"64","77","10","An amazing mash up of at least 4 differnt songs. The way they\'re all blended together without changing styles or hard transissions. By far one of the best mash up that I\'ve ever heard.","0"
"65","48","10","this is by far one of the best remixed songs I have heard in a while....wow, it was mixed very well, get down make love is a great song and to hear it mashed in with closer is a treat.  I think that this dj knew what he/she was doing when they set out to make this one....I love it also how slipping away was sliped into the song impressed me along with EDISTS.","0"
"66","81","10","Wow... This remix is amazing.

I really got suckered in by the beat. But I believe the best part is the mixing of Trent\'s voice. Instead of making it sound cheesy and easily recognized as a mix, you made it flow and sound perfect.

I\'m sure if you presented this remix to a person who hadn\'t listened to the original song, they would never guess it was a remix, but an actual Nine Inch Nails song.

Be careful.. or Trent himself might try to steal this remix and pass it off as one of his own.

;]

","0"
"68","81","9","you got mixing skill ..Its undeniable ....( that was my first review .) And now after being rejected ... Its still a kick ass mix...It sounds very like something you would hear on things falling apart ... It has good atmosphere and fx... It was mixed well and is good to listen to on repeat ... ( SO Now that I redid my review dont reject it ...You didnt reject the view before me , and it said alot less then I did , by me saying you got mixing skill its un denialable ... It very little words..But Im saying alot ...So ...keep on mixing BSOD .... 


","0"
"69","81","10","What I gotta say...impressive remix you got there! It\'s what had Sick messiah said, \""sounds very like something you would hear on things falling apart\"" And I couldn\'t agree more of it. 

Very slick, sick and twisted remix...that\'s all I gotta say.  ","0"
"70","59","8","I think this remix is very upbeat. The vocals are repitive but it does have a nice dance beat.","0"
"71","81","10","I really loved this remix. It maintains the beautiful sonic atmosphere of the original song while emphasizing its best parts.","0"
"72","73","8","Didn\'t notice that bit about the beat being off in the end. Just the last couple of seconds were weird. Maybe it just should have come to a full stop about eight seconds before the end.
But all in all, that is one hell of a mix you made there. It sounded very powerfull!","0"
"73","82","10","A very unique and haunting rethinking of Only. This rendition gives a completly different feeling, and even a new view of what many of us have all come to know as the Disco track.

Vocally superb, harmonys in the later half of the track seemlessly blend together.

I can\'t quite put my finger on it, but the vocalist has the voice of Maynard, or Eddie Vetter, which at some points make you feel like you\'re listening to a cover by one of those more well known artists.

Dynamically, its smooth. Wouldn\'t change a thing there.

Very nice transitions and scene changes from acoustic to distortion, and also a very nice flow, keeping you interested throughout the track.

Theres quite a bit more that I could continue to compliment, but for those reading, I\'ll leave it for you to listen and decide for yourself.","0"
"74","81","9","Glitchy, broken, nice....  This is probably the best remix of this song that I have heard as of yet!","0"
"75","82","5","first off, excellent mastering and recording.
I liked the different timing to the lyrics than the original.by about 1:25 it gets old, and after the chorus its almost like this artist took another song and dropped NIN lyrics in it and called it a cover. 

the chorus vocals are decent, but lack energy and the first \'me\' sounds a little off key. 

I really did like the song though and it is an excellent recording with great guitar, but i really have to wonder if it was a cover or just nin lyrics dropped in another song and matched with the timing. 9 on the music, but about a 3 as far as a cover goes, and about a 6 on the vocals.","0"
"76","81","9","Wow, what an unusual and well thought out remix. Usually I stray away from anything with \""remix\"" in the title, and that is the case with a lot of official NIN remixes as well. But this belongs on an official halo_ disc. You really made this tasteful and well presented.

I especially enjoy the piano harmonies, and the slight dissonant tension created in the beginning.
Interlacing Trent\'s voice and the rest of the song into your original composition is also very tactfully executed.

Good job. Can\'t wait to hear more :)","0"
"77","82","9","Awesome cover of only ... Very dark and creative , Sound quility is 100 % , Mastered n recorded very well , Nice intro and outro . Its dark n sad at the same time , which fits the song very well for a cover . I wish I could give it a 9.5 , but I cant , I think a 10 would be a little much cuz A 10 for me is a perfected mix like the perfect drug or were in this together . Witch is rare to find .Plus this cover lacks a little origanality , Cuz there is alot of bands with this kind of sound musicaly . But Im not downing it in any way . Its awesome , So thanks for the Cover guys . Keep on workin on a defining sound , and giving us kick ass covers .

Sick","0"
"78","10","8","i like this mix, love big comedown mixes, did some interesting things with the blends between elements, i would have kept things more simple in a few parts as it get jumbled a little...still an 8 tho","0"
"79","82","5","Howdy guys,

I have no idea how to comment on my own song so just giving a bit of a heads up.

LittleJon- The song was specifically written for this. I basically wanted to completely redo Only and make it into basically the opposite of the actual song. It was hard placing basically spoken word and changing it to fit some kind of a melody. I decided to do this for about half of With Teeth but then gave up becuase I got a little bored with the project hehe. Your comments are welcome. Looking back now, the vocals could have been MUCH better.

Sick Messiah- The cover/reimagining was done by me :) Thank you for the comment though. I was trying to achieve a band mechanic. I guess I kind of succeeded.","0"
"80","35","9","Love it! Laid back version. Like the way the vocals have been restructured. Changes the whole empahsis!
Almost a 10!","0"
"81","83","10","THIS is HANDs doWN THE BeST REMIX oF A nEW SONG IvE EVER HEARD and BY nEW sonG I MEAN onE THAT MOST REMIxERS donT TAKe oN.   thE VOCALs anD INTRIQUET rythUm Far SURpAS_s manEE othERs i haVE EVer hEARD 


GREAT WORK
boyS!!!!!

EVIL_ETHICS
aaron","0"
"82","83","7","Err.... ok, first of all... i loved your originality for \""Only\""... but this song just takes it all away. Atleast do did some sort of justice to the song.

It\'s a decent cover. The Chorus wasn\'t a \""wow\"" but the Intro & the Ending was good..

Overall a decent cover. Good job, i see an APC influence here and there...","0"
"83","81","9","Very good, I like the originality of it. I love the fact that it has new samples rather than someone just mix up already existing remixes.
Well done","0"
"84","39","9","Soothing, pretty, calming. Because we all know that piano bit in the middle of Awitha Teetha is sexy.","0"
"85","77","10","Unbelievable mash up of Gary Numan\'s version with Trent\'s cover. The blending was very nice its like u can almsot seperate the versions, but they collide peacefully. Very well done, I will definitely keep a look out for the Lord\'s remixes. Keep up the good work!","0"
"86","65","8","Like they siad..Great mastering ..Good beat ..Music sounds like orgy with good bass, vox sound kinda like MSI mixed with marilyn manson . I enjoyed it ... Good job ","0"
"87","25","0","i have to agree with the previous review about the vocals, i liked the song better when the pure emotion was portrayed throught the piano and music.

the lyrics are kinda emo as well, weird that it got this high on a nin site.","0"
"89","78","10","Absolutely beautiful rendition!  ","0"
"90","46","7","It\'s really good, but why are the vocals so muddy?","0"
"91","82","4","Before the guitar kicked in, and if you sang some more deep bassy notes, I could have sworn this was Depeche Mode covering it.  If there were some more synths or something in there, that\'d be cool.
The guitars give it a Tool sound or something.  I could see how you could have gone two ways with this song, with the verses and choruses being so different.  It gave me some ideas, heh.  I dig it how it is, though.  Dig!","0"
"92","78","5","intro synths sound too 80\'s and not refined. the plucked instrument at a little past 1 min is good but nothing builds on it for too long... the song feels empty like it needs more layers or something. while at times during the song only one pad is playing it is still nice to listen to as ambience. watch your clipping at about 3mins. outro vibrato is  an ok end to the song.","0"
"93","79","10","liked the distorsion build in the song and the guitar at the end was pretty sick as well","0"
"94","81","10","Hell yeah! This is one of the best unnoficial remixes I\'ve ever heard! Did you use multitrack files (if so, where can I download?) or did you just chop it up? I noticed you used the na-na-na-nahs from the Quiet mix (I think?!!!)
10 pts.!","0"
"95","98","10","I love this remix! I couldn\'t possibly say one negative thing about it, it\'s awesome! Very nice work!","0"
"96","32","9","definatly above what u would expect for a fan song, keep writing songs.","0"
"97","48","10","This is not just a remix of \&quot;Closer\&quot; and \&quot;Get Down Make Love\&quot;, there\'s also snippets of \&quot;Into The Void\&quot;, \&quot;Only\&quot; & \&quot;Slipping Away\&quot; thrown into the mix, but rather than take away from the obvious theme, these additions just add to the flow of the music.

I think this is a VERY well done remix.  Do not hesitate to download this one.","0"
"98","98","5","Extremely high quality \""mashup\"", the clipped vox flow with percision and the Mixers sense of musical flow blends the instrumentation of the various source songs with a more then listenable groove.

Highly reccomended, especially after smoking a doobicus.

Vortex.","0"
"99","25","10","i disagree, this song is very well made, i\'ve probably listened to it over a hundred times.

the lyrics he puts into it are great. it makes the song his own.","0"
"100","25","10","The music had a kind of poetry to it before. You\'re lyrics just gave it a voice. I like the story behind the lyrics a lot. They\'re very NIN-esque. I\'m surprised this isn\'t ranked any higher. Although I would suggest picking up some better recording equipment before trying much else. 

-JK","0"
"101","29","10","One of the best remixes I ever heard. Gave me chills. Awesome.","0"
"102","104","10","This is one of my favorites! Fucking AWESOME all the way through! Good Job!","0"
"103","25","8","This is a great remix. I thought the original had some arse kicking drums, but this one proves there was still more room to expand in. 

The new beats mesh with the original song very well for the most part, the only bit which sounds less than perfect is the ending guitar solo.

The song structure is not significantly different to the original.

Highly recommended.","0"
"104","108","10","Perfect! It needed to be done, and you did it!","0"
"105","25","10","Awesome man.. I was waiting for someone to come up with some vocals to these. I\'d try but I could make dead people turn in their graves if they heard me sing. You sound really good, great lyrics. If you have anymore tracks u did send them over to drumnbass@musician.org.  Good Work.","0"
"106","103","9","Nice piece. Like the devolpment into one of the best loops nin has ever made. you made a nice symphonic but harsh sound to it, u are good. ","0"
"107","104","10","GACK_TAKULAR!@@ 

gooD WORk 
the TIMninG ANd lEVELs r FANtasTIk and sonG choiCE eVen BEtter!


ee","0"
"108","108","10","flawless mash!  excellent choice to juxtapose!  the transitions between songs were very smooth.","0"
"110","82","6","strong voice and it sounds good yet not the type of music i am in to. it reminds me of something that evanescence would sing.","0"
"111","65","10","Love all the music...............","0"
"112","106","3","I\'m not going to say much as just distorting a song before its even really hit its major debut somewhat tarnishes the song.

I was very disappointed with the way this was done, sorry for the shoot down but this could use a lot more work.","0"
"113","104","10","If you like this shit contact me to send you the .wav file cause 128kbpps mp3 sucks ass...

Thank you!

This is my profile:

http://www.myspace.com/angelmakris","0"
"114","116","9","even though the sequence is bad i love the creativity","0"
"115","69","1","Not bad if you enjoy listening a cd that does nothing but skips between songs.  OMG this was difficult to listen to the first time, I couldn\'t image suffering through it more than once.","0"
"116","65","10","Incredible well done. Thanks a lot for sharing it with us! Make more!","0"
"117","29","10","Simply the best version of Non Entity around.","0"
"118","3","10","What\'s ironic is XAI Project made The Line Begins To Blur sound like a Year Zero song, long before Year Zero ever came out! Great remix.","0"
"119","43","10","Wow, this makes me want to hear Trent make a professionally recorded version. If yours sounds this good, imagine Trent\'s!","0"
"120","104","10","After taking the chance to listen to this particular re-mix (and various others as well...), i have to admit that it excited me. I don\'t consider it as an unofficial audio but rather an audio that has the potential to be placed in the hall of fame! Keep it up! Excellent work and production!","0"
"121","89","4","The cover wasn\'t bad, but the vocals totally sink it.","0"
"122","29","10","haunting remix of an underated song. great work
Look forward to hearing more of your remixes 
thanks Sefiros","0"
"123","118","2","Some pretty nice details here and there, but by and large way too noisy for my tastes.","0"
"124","82","5","i think you did a great job with this. excellent twist to the song, gave it a tool sound. i\'m not a huge tool fan, but thats what i thought at first. good job!","0"
"125","63","7","Interesting, describes it well. The orchestration is kind of cabaret, and the vocals never really pick up-- I would like this song much better if the voice became clearer, or louder. Also, the orchestration is a bit too simplistic. Otherwise, I actually enjoyed listening to this. Keep on trying~

--Less!","0"
"126","110","8","really nice reinterpertation, excellent job!","0"
"127","108","10","very nice.
i came when i heard this one","0"
"10038","223","3","Nevrmind, it's all right...","0"
"132","131","10","A most triumphant remix, u blended all four of the songs masterfully. Cant wait to hear more. Check out my survivalism remix \&quot;Survival of the Fittest\&quot;.","0"
"2082","203","10","Awesome! Vastly different from the original, but still very much the same. Well constructed. Good Job.","0"
"136","3","9","Wow. Suprising to me how much people are liking this remix. Thank you the comments.
If anyone would like a higher quality download (128k leaves a bit to be desired) you can visit http://www.jnftech.net/xai
It\'s a small page, but I\'ve made available 256K MP3 and FLAC versions of the remix.
Enjoy :)","0"
"138","79","10","Excellent Original Track! Masterfully Sequenced! If you aren\'t a signed artist, you should be. Where can I find more of your work?","0"
"176","138","0","stupid","0"
"177","141","10","Really nice work, considering you had no separate tracks to tweak.  The song is intact but faster and funkier in a fresh and tasteful way.  Good effects, good beats.  Liking it a lot.","0"
"240","43","10","Lovely cover, superb vocals. TR should be proud of such awesome cover.","0"
"242","128","4","Do your self a favor...stop \&quot;singing\&quot;.

musics alright","0"
"270","25","10","this was very excellent. so...Dallas, is it? You sound oddly like my brother Dallas Dowdy...if this is you Dallas, why do you have to keep secrets! secrets dont make for very good brotherly relationships! so i thought that it was good...and now i am jealous...and if this isnt my bro then just dont read all that stuff up there...","0"
"286","145","8","This song is pretty frickin\' awesome. The man is a musical genius! That was a cool guitar solo too. The guitar riffs are pretty sweet. The drums are cool. I\'d like to shake that guys hand!","0"
"373","83","8","Cool take on the song, it doesn\'t share its original energy but thats cool, it\'s soothing and well produced. Good job guys.","0"
"376","15","10","Perfect cover of Ringfinger with Great female vocals! One of my favorite nin covers ever! Great Job!","0"
"9948","412","10","The piano is my favorite instrument by far...  you used it well with this song.   Good job.","0"
"388","104","9","Cool ! I love the downward Spiral...
For a ten you would have made more breaks in the drum-loop in my oppinion. But nevertheless a very good produced remix !!!
check out my stuff here... or on myspace.com/tweakerray

Cya TweakerRay","0"
"402","148","10","pretty cool","0"
"409","148","10","Sweet dude","0"
"411","49","10","love it love it!","0"
"417","146","10","Excellent. I love every bit of it. It\'s pleasant and easy listening just like the original song, but more interesting because of the dynamic instrumentation. Good job!","0"
"421","14","10","LOVE this version, working on any more songs?","0"
"423","145","10","I like the guitar","0"
"522","106","10","Psh...I fucking LOVE this version...the beat is hot","0"
"532","151","10","good song","0"
"567","108","7","Really good. The songs fit together well.

I was impressed.","0"
"570","12","8","Really cool to hear someone covering this.  The female vocals are great.

My only problems are with the mix.  It could be a little more crisp.  I feel like the creators were trying to compensate for difficulties in syncing things up and mixing by drenching the it in reverb, as cover up what it lacked in texture.

That aside, this was great, better than most, to be sure.","0"
"10025","168","9","Amazing and infectious. You really can't help but dance your ass off to this.","0"
"758","156","8","this remix is realy good(auf jeden fall ist der remix richtig korrekt)","0"
"879","106","5","Isnt this the remix by One Is Many?","0"
"922","161","6","Excellent concept and I can hear how it would have worked if the tracks were lined up properly. However all I can hear is one track tripping over the other which is tres distracting :( I read on the NIN website that Trent intends to release every song from Year Zero for people to play with. So maybe then you can achieve what you were going for :)","0"
"931","49","10","Makes the song sound like a more modern version of the 1989 hit! Not much editing really, but just the right touch.","0"
"964","156","10","Really great production and overall a great idea.  It sounds better than the original!!!  Good work...","0"
"2068","193","1","Don\'t go on tour anytime soon...","0"
"996","170","5","For the mix I used the PD Mashup, The Malachite mix (Easily the most awesome I\'ve heard... Kudos) as well as the Great Destroyer Day of Wrath, added in some samples from Doctor WHO the New Adventures (www.bbc.co.uk/doctorwho)
Conceptually it Fitz into the current storyline meant to get people stoked about the return of the Evil Master...
The King of Galifrey and Romanadevoratrelundar (one, two, three and, four) still live to fight the War. 

(edit this bit out if you want, Trent knows me somewhat)
Oh if MTR Jr. reads this: Whats up \&quot;Sonny from the UK\&quot; I met MZ Reznor. Was that you with your GF of five years? Moebius? 
I\'ve done that too... (if it was you you\'d know what I mean) Are you spirit Limited?
Myspace/Necropathik.
JoAnne\'s ghost says \&quot;hi baboo\&quot;
Ghost of my dead wife.
Read Necroscope by Brian Lumley. 1957 for the real event, 2007 now 50 years later. I can say its real. Officially.

Oh I was brainwashed with some hypnotic triggers... Last time at Sauvage (codename) S\'why I was a bit weird.","0"
"1003","2","10","wow man this is an absolutely amazing remix. nice work. ","0"
"1035","98","10","this is awesome. the first time the guitar kicked in at the chorus i didn\'t even know what it was from because it worked so well. ","0"
"1062","171","8","nice groove and still a totally different sound from original version","0"
"1067","170","0","Horrible horrible crap!!!!!!!!!!!!!!!!","0"
"1113","171","9","cool","0"
"1151","172","8","Definitely not something that I would expect, but it has a different sound to it, and I like it. Good job!","0"
"1171","172","10","so personnal, i like your difference
and you Trent ?
ThankU","0"
"1174","156","10","Your children deserve a tribute. Yours is important.","0"
"1328","178","10","great","0"
"1335","178","10","super super","0"
"1377","179","10","lyrics- i don\'t know-i don\'t want to-i don\'t need to-and i don\'t love to anymore-but my addiction swam to shore--and i don\'t miss you-won\'t miss to kiss you-but then i feel you through the floor-and then i miss you more--buried ages ago but sometimes i don\'t know-and life can take you-and castorate you-send you flowers down the hall-well, always to beat you-dying to meet you-ready waiting for the call-and then i\'ll miss you all--buried ages ago but sometimes i don\'t know---on these pages are some changes that will help you up from a fall-TS","0"
"1378","82","10","An amazing version of \&quot;only\&quot;. My band tried to do something similer but failed miserably =/ You guys did a perfect job.","0"
"1391","79","10","This is a very tight mix. Probably the best of what I\'ve heard on this sight. 

Tom","0"
"1424","122","2","It basically sounds the same as the original song in the beginning, then suprises you at the first \'On hands...\', as it repeats it and fades, then comes back as the same song as the original again, but with a mixed backround. Bad way and choice to do a remix like that.","0"
"1448","9","8","Great choice to mix this one. We need to see more of less around here. I like the separation between the highs and lows, it gives it that industrial feel. But then there is this strange xylophone sound that comes in and turns me off from it. It doesnt work together. Crunchy doesnt mix with soggy too well this time. ","0"
"1485","165","10","It\'s original, and that\'s what Trent saw in it. I see it too. Though muffled it has a nice sound to it. Very impressive, yet easy to pull off. I really like it. ","0"
