"id","song","rating","review","account"
"13","36","7","first, careful of the system noise youve got, theres a hiss running throughout--- maybe turn something down or at least noise gate it. thats my engineering comment. at the start, keep your own stuff in there, like ive said before, dont be afraid of showing off a little. ok, at 1:00, sorry, but it totally doesnt fit. i like that youve cut it in there and chopped it, but it completely goes against your interesting other parts that are in there. sorry, 1:52, if youre going to bring that in, buildup a little bit, put something else there for it to play against. it just seems chopped in without thought. again, the chorus and seconds before the chorus i think it would have more impact if it POW hit in there instead of the bring in of that. again at 3:09, wow, that really jumps out. it sounds like youre trying too hard to cram stuff in there. keep thinking to yourself, COHESIVE over and over and over. you have several good ideas, maybe do a couple versions? i like the filtery bassline youve put in there but make sure you compliment it with everything else. i could see 4 or 5 more original parts in there that you play in. keep working on it.","0"
"625","1222","10","I love that this almost sounds like a NIN original, but with a unique \""twist\"". The quality is great, excellent composition and professionally mastered remix. Great mixture of original nin tracks with added unique instrumentation.  Definitely worth a listen. ","0"
"626","587","10","way way awesome for sure !!
i love the industrial sound and you did such an awesome job blending the beats and lyrics with it !! one word.... BITCHIN !!","0"
"628","98","10","Awesome remix. Very professional and assured. Deservedly made the top 20 mixes. Should have been in the top 3.","0"
"629","1017","9","Awesome remix.  The only gripe I have is that there\'s parts where the strings drown out the vocals a little and I\'d say it would sound even better if they were held back a little more.  ","0"
"630","708","10","This is one of the best NIN remixes I have ever heard. I wish Reznor would get off his ass and put out a CD with the best mixes... this deserves the recognition.

Red rooM","0"
"15","138","5","intro is cool, finally someone changed the drums. good that you overdid the bassline with your own, careful about it, it kinda takes away from the melancholy nature of the tune, makes it slightly more ""happy"" for lack of a better word. i appreciate it though, and i also appreciate that you changed it up a bit as the remix goes on, so kudos on that. 
good job on the pre-chorus too, same thing here. good work with the vocal processing. i notice that you dont change the given drums much, do that more, i like that you adjust it in the chorus like your intro, dont be afraid to put fills and things like the original song has. dont know if 2:30 is working with your synth parts, take a listen to that again. good flanging on his voice after that. you also do a good job of panning things around in the stereo field with things to keep it interesting. i can tell by now that this isnt going to stray too far from the original, which is good. i like the ""is this"" part at the end, thats good, keep working on the music for it. overall, good job. 
for improvement, work on your synth lines a little. you do a good job of changing the sound, so maybe fade it in or out (its the same kind of texture the whole time) and maybe bring it down a tad in the mix, its pretty loud. 
","0"
"16","78","9","great intro, keep working on it, its nearly perfect! great drum programming and fills. see people this is how thats done! good use of vocal programming. also, the synth lines in there arent too atonal and fit with the music. with the delay at :43, you could let it ring for a bit. and i love that you changed the vox around a little with programming. thats good and not typical. LOVE the ""to hurt myself"" underneath. strangely, this simple little beat isnt getting tiresome, so good pick (or good programming i should say?) im not sure i like the noise that comes in (from the orig) at about 1:40, but ive heard like a thousand versions of these now. good chorus, but work on it some more. i like the drone underneath, but change its pitch to follow the melody and i think that would help. by the time ""the tiniest little dot"" you probably could change up the drums by putting another one underneath or something. careful at 3:00, that parts comes in and is too loud, so bring it down in the mix. 2nd chorus is ok, but again, change the underneath drone a little, it sits in the mix weird. i like the progression here, youve done a good job. i notice that you didnt keep effecting the vocals, so if you know this, fine, otherwise, keep doing it! like the delay on the drums at the end, keep it moving. for some reason, i think the ending (even without the drums) could be the chorus, so see whats different between them. 
","0"
"17","2","9","good intro. good drum filtering. great use of distortion. love the drum beat underneath, its just tiny enough. hey, doubletimed faster! thats pretty cool, and it doesnt sound programmed either which is good. be careful of your crashes, they are everywhere, maybe put them every 8 measures. i dont really care for the piano when it comes in, but thats because ive heard it. i think you should distort it a bit. when the chorus comes in at 2:10 or so its pretty cool, dont know if you repeated it too much. i like the guitaring you put in there afterwards. i love how much harder than the orig this is... im not sure if the now-sounds-like-they-are-rushed vocals are in the right place, but man do i love that doubletime beat. that kicks ass. you might want to try to put some fills in there (harder to program i know at doubletime). i love the break after the chorus. i think again maybe theres too many only's. this sure gets tough though when it kicks in again, thats fucking rad. wish there was something real no more---- this remix is real. only improvement i could add would be to grunge up the vocals (sound too nice against the dirty guitars) and chop up the vocals, consider taking out some of the ONLY's. ","0"
"18","59","5","intro is cool, because of the echo, maybe you could turn the feedback up and let it ring into the musical part of the intro. good reworking of the words, its kinda there, try to make these more seamless so that no one can tell that you didnt get outtakes from the orig. i like the distorted bassline, not sure how you did it. i also like the guitar chops that come in, thats good. dont know if thats original or from you, but good. the dance with the devil sample is ok, but i would manipulate it so that it doesnt get tiresome. i guess im a little worn out of the constant drum beat from the orig in there, see if you can chop it up or stretch it somehow (halve the speed and drop it under the main loop, or conversely, double the speed and put it over the main loop) or something to break it up a little. i wouldnt mind hearing that loop, since its the main riff of this remix, in a room reverb, as if it was a little further away. work on making and keeping it interesting ALL the way through, not just for awhile. i didnt get bored, but you didnt surprise me really. no offense. i think this one has promise, so keep pounding away. ","0"
"19","92","8","intro not that original, but i love when the piano comes in. i think its slightly off the tune, so play with that a little. i LOVE the part, just play with it, cant tell if its flat or short. the drums come in and WHAM, its good. gets its groove. yes, i can hear the vocal processing!. initially, i thought i was going to get tired of the drums, but i didnt. the chorus, man, the chorus. ah. the chorus. what to say? well, work on the piano part. you know i noticed that in this song, trents voice in this particular song doesnt have a pitch. maybe play with some slightly other notes. i dont know why, maybe im wrong. but dammit those drums are subtle and powerful at the same time. dont know how you did that, good job. at 3:04, im not sure that the piano fits anymore, i wouldnt mind seeing it slightly faded or bathed in reverb. i think if you process your sounds like you did with the drums, you would have a real winner. 

overall 8 out of 10","0"
"20","55","5","really good and deep intro. nice and dark. when the drums kick in at :45 they dont fit so they either need to be filtered heavily or buried in reverb like the original sound is. they just seem out of place. also this is a mixing comment but when the vocals come in the original reverb sound is too loud, so maybe bring that down. also, i think it needs to change during the song, it gets a little old after a couple minutes. i like the strings you put in there and the other noises, just the reverb-bang needs to stop/start/change somehow. i like the piano parts too. i like your chorus's and how you put ONLY over them. i think it fits nicely. like the ending too. record scratches. 

man, good remix, but change the reverbed parts and it would be near perfect. this is the perfect night song, driving on a highway in the back woods.","0"
"24","65","8","I like the 80s dance mix feel and it keeps with the funky feel of the original.  Very well done.  ","0"
"25","75","8","what i like best about this song is that it is a little bit of a mix of the early nin area and the original version of only. it has most pretty quiet parts but it also sounds rough enough to be not tired. most i like the mix of quiet and rough parts. they fit really good together. it is a song to dance to in the clubs i think.

wheat i did not like that much is the last minute. i think the cut between these 2 styles is a little  too big. it does not fit together that well. this is the reason why i rated it as an 8 and not as a 9.

alltogether this is a great remix of a great song.

thank you Andre Cox for this good piece of music.","0"
"26","65","9","More upbeat than the original, but just enough to NOT get a {poppy} type feel, which is where I think a few of these remixes went wrong.  Drums + Lyrics = Good Job with this one.  I like what you did with them.
I never give a 10 because nothing is perfect.  But 9 is as high as I go. ","0"
"27","148","8","I think this a cool approach.  I like how the drums are different, but I think the bass is a bit too loud.  If maybe that came down, then it would sound really good.  Oh, and I love the piano part in the middle, where everything else cuts out, but I wish that there was just a little bit more.  That was my favorite part and I was looking for it to go back to that again for the rest of the song, and it didn't.","0"
"28","152","10","A very nice reworking.

Love the production, and the fact that the tune only uses a couple of the NIN samples - it stands up very well.

Look forward to hearing more from the Zno camp.

","0"
"29","152","9","
Accoustic jangles and noise pave the way for funky bass and swooping synths. The vocal kicks in and is dub echcoed out of control in the breakdown lending the track an extra spacey angle. The guitar/noises chug along in a groovesome fashion while psychadelic synths and static edged drum loops crescendo up to a full on industrial jam. Glitches give way to more swirling textured reverbed and bare distorted vocal overlayed with the original.","0"
"30","152","8","Forward:

I would have to say this remix is near perfect. Being a very visual person, it was a pleasure listening and reviewing this remix, because it provided a detailed listening experience that made it very easy to visualize. To the average listener, it may just ""kick ass"", but to me, as an artist, I found myself imagining, visually, what the sounds were describing.

The begining of this remix starts out a lil choppy, and stale, almost giving the impression it was just gonna be another one of ""those"" remixes.  I felt almost like i could successfully predict what was to come, and nearly felt compelled to skip forward, or even to another remix, until around :17, where the layering begins to paint a scene. It does a nice job of allowing you time to adapt to the overall feel of the song to come. You kinda begin to groove with the distorted accents, and emerging layers. And then right at about :34 the drums kick in, and kick your ass.




A Visual Interpretation Referencing the sounds and emotions provided by the remix:

Suddenly you find yourself immersed in a world of organised chaos, to the beat of what could be only be described as the intricate inner complications of the psych that Trent so clearly voices in this song.

The layers continue to build, drones swirling in and out, deeper layers begin to emerge, amongst the ever present beat of the drums, keeping thier time in this alternate reality. 

Around 1:07, the remix begins to take on a story like feel to it, taking you on the Zn0-Only adventure. Intensity of the layers now at full force, you hear the voice of Trent screaming in the depths, ""THERE IS NO YOU!"" almost trying to convince himself, harder and harder, before finally letting it take hold at 1:25, and riding with it, his voice echoing into the distance.
At about 1:43, you feel the emotion of reflection, rest, and coming to terms with the world that has surrounded him, repeating Only, over and over again, with the presence still very near to him, strumming away, and then blowing up again right in your face at around 2:01. He continues to fight it, his words still reverberating into the distance, the constant drum still beating away in the distortion, intensity and layers once again intesifying.

Finally finding clarity once again, and bringing his voice into focus, THERE IS NO YOU! as if to say, seriously, F*** OFF! The layers subdueing themselves temporarily, avoiding his ill temper, but its long arms still batting away at him, stabbing, pushing. They finally fade, as if they have left, now only the time keeping drum pacing away, the bass seemingly supporting his cause. The moment he revisits the scab, and the doorway shutting, the layers once again begin to take hold.

At 3:17, the entire angle pans outside of the environment, you can imagine trents head pushing through a small hole, and in the silence, telling whoever, or whatever is on the outside, ""things aren't as pretty on the inside"", then slowly struggling, and being sucked into it all over again abruptly at 3:30. Now being thrashed around violently even tossed into the void for a brief moment at 3:38, as if toying with him.  3:58, gaining the confidence once again to fight it, screaming and kicking, while still being thrown around, to no avail  at 4:04 as he is abruptly silenced by the tentacles, pulling him down, no longer to be seen or heard, except for a few moments, getting a grip only for a split second to pry apart a space, only uttering Me-e.
After fully subdueing him within itself at 4:12, it mocks his voice, almost smiling, ""only, only"" as if to say, ""ya right, keep telling yourself that. Fully engulfed and buried in a bloody thrashing distorted mess at 4:21, you feel him become a part of it, and can almost feel the emotion as the world now having fully absorbed his thoughts and energy, get scared at 4:31, hicupping, now repeating his words with a worried, troubled, unsecure, and vulnerable emotion.

4:49 Now complete with its mission to make him a part of itself, and realising the now present consequence, the knowledge and emotion contained within, which makes it so insecure now, it begins shutting down, quickly deleting all the evidence of the incident, and its presence, shrinking away into the black abyss, never to return.

When it finally ended. All i could think was, damn. It really wasn't pretty in there. It was so disturbing even itself was scared by it, and exited.

Wonderful remix, as it really changed the whole perspective, and didn't give you a happy ending. It was kinda like watching one of those movies that you just cant help but feel like, ""damn"", unsure of who you felt worse for in the story it told.

Heh, hope you enjoy this visual while listening to it.




Conclusion and Overall Rating:

As far as an overall rating to this song, I chose an 8 only due a small but very important aspect. The begining which i noted, could really use more of a buiding transition towards the drumbeat. The instruments, which are just the simple source files rearranged, popping on sparatically and suddenly, up until :17 feel almost out of place until the other layers are added, just kinda put there as a temporary solution to segway into the bigger picture that would ensue thereafter. They dont possess the same smooth transitional layer adding the rest of the remix does. I feel that something quieter should be put here, similar to the wind at the begining of Hurt, something that kinda makes you wonder what its leading up to. Maybe even adding some of the echoed glitches from the end of the remix slowly fading in and out in the far background, as if something is approaching in the void, but you dont know what it is. In my opinion, this would make the introduction of the distorted loops at :17 seem more dramatic, appearing unannounced successfully, sparking further interest. The first 5 seconds of a remix can really determine how much further someone is going to listen to it. If you plop on what just sounds like the regular song files, interest can be lost very quickly, and what could have been a great listening experience gets overlooked.

With the exception of some clipping in the audio spectrum which can be easily adjusted, the intro was probably this remixes only major downfall, and cause for my rating. Altho small in the scheme of things, and the entirity of the song, this is probably one of the most potent ""make or break"" portions of a remix, of anything for that matter. You must hook the listener from the get go, hook them in, and spark thier interest, introducing itself as the remix it is, not just some rearranged version of the original.

I hope to hear an updated version of this remix in the future, with a much more effective introduction, and wish the best of luck to the remixers in all future productions. Keep up the good work!","0"
"31","47","9","This remix is certainly different from most of the others here.  Many seem to go in the direction of trying to find a way to make the song more twisted or dark, trying to mix more grief or musical anguish into the song.  This one is different in that it takes the song, speeds up the beat and makes it more into a dance track.  Truely this is one mix that I could see being spun at a bar and indiscriminately getting people up dancing.  It definitely got me tapping my foot listening to it. The intro pulls out some parts of the original that you missed before, the middle is a bit predictable, but it peaks at about 2/3 through with a fun climax, and finishes off cleanly.

Of course there are some downsides to it though.  It seems like theres another level that this song could be reaching that it never quite hits.  The dancing side could be enhanced with a couple more beats here and there.  There are a couple spots where the timing on certain ques could be half a beat off.

Overall this track will not win any awards for mastering skills or harmonic proficiency, but as an original take on the song with a dance friendly amibition this song soars.  Good job.","0"
"326","377","9","It is good though.

A nice little headfuck eh Doom Patrol

3 and a half mins is quite short, although I dom\'t think the ending is abrupt - you can see it coming, it\'d just be nice if it had another minute thirty before it did end.","0"
"33","142","7","This is not a serious remix by far, and it is definitely something you should avoid if you're into remixes that make you say, ""wow, that was awesome."" Strictly speaking, this remix did not have the effect that listening to Halo 16's ""Slipping Away"", or other brilliantly profound remixes had on me.

This remix, however, has a lot of charm. This mash up of The Hand That Feeds and the Ghostbusters theme song is very skillfully done. Nathan combines them very well. The two songs seem to merge very naturally, which, in a way, is kind of scary. Everything from the verses to the refrain sound perfectly natural. If I had never heard the two original songs, I'd still think it sounded pretty good.

Knowing the reference though, I of course found the mash up totally hilarious. Anyone looking for a good laugh, this remix is for you. It's got to be the funniest NIN remix I've ever heard.","0"
"34","40","8","Good ambient remix, very confused sometimes, butn it sound good. I like the darkness side of this remix.","0"
"35","42","7","I liked it, but, like, didn't really recognise it as a remix of 'Only'.","0"
"36","1","10","amazing, i can't stop listening to it","0"
"37","152","8","Really sweet drums, but I would have liked to see more use of your own samples, even though there were some.  The cuts could have been a little cleaner, making it sound a little more natural, but extremely well done none the less.","0"
"38","202","8","I like it, its got that old school NIN feel too it. Sounds like it could be something off Pretty Hate Machine. Do the vocals like up in the 2nd verse ?? Yea they do trent just sang both parts differently. The beat is good, very dancable, good tempo. I like the breaks and the way it end very much. Overall good job. I gave it an 8 because the overlapping vocals at the end seem a but muddy.","0"
"39","229","7","I think this is a great ReMix, very spherical.
Great drumprogramming, very clear sound.
Very nice ! 
Check out mine too ;-D

TweakerRay","0"
"40","151","10","man!! you make noise!!
that´s the best remix for me -absolutely stunning ! the finish is the best on this base! and the voice is sooooo cooool-damn-i love it!
Thank´s to share it with us.

will","0"
"41","143","9","I liked the way this remix brought out the rock elements. The funk style of the song didn't do anything for me, I thought this remix brough out the hard edge anger that is expressed in the song. I especially like the drum track. It reminded me alot of PHM, The reason I rated it a 9 instead of a 10 is because I thought they could have done more with the song in some parts. Maybe used a bit more of their own instrumentation. Overall very good though.","0"
"42","151","9","This song has one of the most effective and atmospheric intros I have heard, which then breaks into a superb slow groove at 1:10. From here on the music progresses smoothly and simply, never trying too hard to impress or over use the samples. Letting the quality of the mix take control.  

The only criticism I could have is the use of “now I am somewhere” vocals at 2:30 – 3:00 which jump in a little uneasily (but not badly). Personally I find the lyrics of this song have been proving one of the hardest parts to successfully mix. Saying that, the use of quiet overlaid vocals under the music works very well throughout. 

Most importantly for me the mix stays true to the NIN style, creating a brooding and rhythmic wall of sound. Very impressive.
","0"
"43","152","9","Always appreciative of a decent industrialised remix of some true rock, especially when it manages to be confrontational and engaging at the same time.
As a lyricis and vocalist it's tempting to begrudge the loss of some words, but when it has me bouncing my head at my computer (as hardly anything does), that's forgivable.
Grinding without being grating? Well done.
Hard without being harsh? Yeah, ok, well done.
Punk without the pretentiousness (is that a word?)...I know the lead-in says not to ""just say it's awesome"", but sorry I'm going to have to. Too busy enjoying it to think of more obscure adjectives.
Tidy, confident, a clever translation of a solid track. Take it off this site and put it on a massive sound system in front of a sweaty horny crowd where it belongs. Please.","0"
"44","189","10","Great remix, I like how you stayed with the original song.  It keeps the old song but puts a good twist on it.  I like very much the work you did with the vocals and some of the drumwork.  very good overall","0"
"45","255","7","This was a pretty solid mix altogether.  I enjoyed some of the original elements you brought in while keeping the base of the song present.  I think this is a very good mix of the two.  h, and right now I'm typing in the middle of the ""input, output, audio, etc.  ""  bar because this site is messed up and someone should fix it.  It's in the middle of the page and it used to be so happy on the bottom of the page, but that's completely off the subject.  Yeah, I started to get a little bored with the piece about two thirds of the way in, but that's just personal opinion.  I mean it's really niceley done, I like the buildups you entailed in this little remix.  Blended the original elements in very nicely.  Definitely better than some of the last couple of remixes I've listened to.  Hey, if you get a chance check out my only, eight ounce remix.  It's under Sam Hillis.  Nicely done.","0"
"46","98","10","What's the hell you've done?!!! It's maybe one of the best NIN remixes i have heard. It's nervous and agressive, more than the original. Built for dancefloor,  alsomaybe too much. But the slices on the voice are terrific. The track is not too long and too short, the ambient during the breaks sound very good too.

Continues la musique mon gars, si t'as d'autres mixs à me faire entendre, je suis preneur. De toute faço, tu sais ou me trouver...","0"
"47","50","8","Very good looooong dark spheric intro.
I love the new dark piano parts.
A very melancolic Remix. In the middle of the song where the loud outbreak comes in, i was suprised by the guitars. But i find they are a little bit too loud in the mix. But never the less a very cool remix. ""Is this realy all there is ?"" where comes this phrase of ?
Great Piano sounds at the ending. Keep up the good work !!! And take a look at my remixes too ;-D

TweakerRay / www.tweakerray.de","0"
"48","93","7","I dig the original music you came up with. You added your own flare without comprimising the best aspects of the orginal piece.","0"
"49","233","9","Rob,

I will have to give you a 9 of ten on this amigo.  Really like what you did with Trent's parts.  Keep up all of the great work homie.  Can't wait to hear your next adventure.  When time provides, go on USB hard techno forum and check my new pa.","0"
"50","89","9","Yee-haw--this mofo really works!  Funny idea to do a C&W take.  I only wish the mix were just a bit beefier--seems just a tad thin, even for Nashville.  But that's minor--this is a fun remix.","0"
"51","143","10","Vey good job...I can't wait to hear your other projects!  I like the rock factor as wellm not too much going on and not a dance club m mix good job guys!!!","0"
"52","233","8","i really like wot has been done with this remix..i like the subtle use of the piano riff till the 3/4th part when i think that the track works its own vibe...good stuff","0"
"54","50","9","Extremely well done. I would rate it at ten if it were not for one small detail, the lyrics, particularly early on and in the latter portion feel somewhat forced; they don't feel like they match up with the music at times.

Beyond this, the music is spectacular. This mix is everything a good mix should be; different from the original. It makes you appreciate the song on a different level because you can appreciate it from a different musical genre. In short, I think this mix is true to spirit of NIN's style moreso than many of the others.","0"
"534","1144","9","There seems to be a growing trend for orchestral remixes for THTF, and I think the orchestral sounds lend themselves to the religious overtones of the lyrics.
This particular remix is faster (higher bpm\'s) than the other orchestral ones I\'ve downloaded so far.  The beat is stronger in this mix too.
The ending of this track has a more traditional NIN remix sound to it - ie distorted techno-esque beats and vocals.  It must have been difficult to manage, but it seems to work coming off the orchestral parts.","0"
"205","109","9","I like this one because it is continuously venturing down a new path, good composition and an interesting mixture of drums and synths... it rocks pretty much all the way through, sounds a little like old nin.","0"
"206","298","9","First off I would like to point out how impressed I am with the production on this track.  It is top notch.  I am very impressed.   This is a great club track.  It gives the best of both worlds.  Great to dance to if you were in a club (it has a very catchy groove), equally as nice to listen to sitting at home.  There is alot of energy in this tune despite it\'s minimalism, and the arrangement is spot on. All sign\'s of a good producer.  Last but not least, this track impressed me a great deal with it\'s clever, and unexpected tempo changes, and suprise second drop (I wont spoil it for you, have a listen and see what I mean) both these aspects are very difficult to pull off successfully in a track and Slider has done it here with masterful ease.  Slider I salute you.  Fantastic track, excellent producer.  The only reason I never gave it a 10 is because I dont personally believe anything is perfect.  But if I did then I would give this a 10/10

www.myspace.com/peaceofmind987","0"
"61","41","10","Great REMIX!!! I liked the beat. Quite the toe tapper! Super job Zanda!!!!!!!!","0"
"450","371","7","it\'s pretty good... i locked onto it because before i saw your title and did a search for \'losing focus\', i had titled mine the same. i titled it maybe for the same reasons you did... it seemed to be the main theme of trent\'s song here lyrically at least. you\'ve got a good version here tho. i like the drum beats most of all, especially after the first part of the song discontinues and the drums kick in. then, it\'s cool too when the piano comes in at the end. think i would have liked hear more of that piano theme and a little bit louder vocals. but, hey, i\'m a vocal guy. do a search in a couple days, once they \'approve\' my remix and lemme know what ya think. overall, great job. i\'m a pop song, radio guy, though, that\'s the only reason i\'m looking for more to grab on to as far as a hook, etc. have a great day!
g","0"
"63","157","8","Holy shit man you really did a good job on this!  It didnt make me bored halfway through like a lot of the mixes on this site so good luck!  ","0"
"64","250","10","wow, a version i can dance to, finally. ","0"
"65","121","10","Very well put together, simple yet invoking and deep use of the piano melody.","0"
"203","392","9","Dude, I don\'t know what that guy\'s problem is, but I really liked this one! (And no, I don\'t even know this guy). I liked how he moved the verse up so the stressed syllables were on the down beat (The original has the stressed syllables on the up beat) Nice guitars too!","0"
"68","81","10","What a Great remix. I haven't heard anything like that since the days of the downward spiral. the little clicks and ambient sounds remind of some of trents own remixes. The intro is also very clean, its something I truely enjoyed. Excellent Job!

- David","0"
"69","150","10","The whole mix sounds huge and well balenced. They did a lot of creative editing and mixing to the vocals.
-pudnoise
 ","0"
"445","525","6","Hey, sounds good! Not too bad to be one of the best remixes, but not too good to be the best one. Anyway, I think you have some things to improve. I predict you a great future, but the present is just good. But keep going this way!","0"
"72","174","9","Incredible remix!
CTRLer must be a great NIN fan... he has been able to add to his remix the sensibility of ""Hurt"" in the beginning and the anxiety of ""Mr Self Destruct"" at the end, together with a great production and best sound.
I have rated this remix with a ""9"" because the ""10"" is reserved only for Mr. Reznor ;-)

","0"
"73","285","10","Absolutely sick! I found it hard to sit through and listen to most of the other remixes, due to the fact that this one is so eccentric, loud, fast paced, well produced and sounds like the origional.. yet is far enough away from it to be called a proper remix. It pops out, and makes you want to slam things around. The noise is nice!!!","0"
"74","285","8","Wow... another banging tune from Ewun.  This kids amazing... jungle/dnb and also breaks?  I'm amazed!!  Check it out if you dig dark and heavy nu-skool breakbeats!!","0"
"75","152","4","I'm a fellow avid listener of ninremixes.com and just wanted to say that the tryout session that you recorded for this track fell far short of reaching the goal of this project. The very last couple of seconds of your mix I didn't understand at all, as it seemed that the power was turned off to your iconsole.","0"
"76","71","10","very cool version. sounds like a original version. reminds me a little bit to ""beck"" or ""gorillaz"" !","0"
"78","268","9","Yes, this is the one, pick this one. it rocks with a wicked baseline.","0"
"79","273","7","i really liked the beginning of this version... the piano work was pretty cool... the only thing i kinda bummed out on is that when the main beats and guitars come in the rest of the version sounds pretty much like the original... but, other than that... cool version... 

hopefully i can get my version posted pretty soon...

                  - _x_ë_n. 

  ","0"
"81","152","5","What up just wanted to let you know what i thought of your mix. I like how you chose to take the approach of this mix with the drums. Some people take approach different ways for this song i choose the vocal track because everyone i know loves singing to the original and i didnt want to take that away from them. But thats what makes us nin fans and i respect you maybe in ture we can do a remix. Later","0"
"83","249","10","I just about soiled myself during the chorus riff where Trent sings ""Only"" over and over. Very good, nice work on the percussion, giving a more industrial and yet ambient feel than the single. This is hardly a lazy remix, being both more sedate than the original during the verses and yet more energy-filled during the chorus.

Probably not the usual esoteric standards you'd see on an official Halo remix release, which is a shame -- people deserve to hear this!","0"
"84","254","9","This mix is raw.. great feel.. good trance feel.. almost a intelligent techno twist on it.. awesome job.. when ya get a chance... throw a review my way.. Trance mix Homegrown Digital DJ WHeeLZ... Kepp em comin.. I am diggin your style.. Peace Out from DJ WHeeLZ @ the Homegrown Digital Labs 2k5","0"
"200","373","10","This remix is fucking tight, I like how you mixed in pieces of Heresy and Happiness into it.  Great job, one of the better remizes I\'ve heard.","0"
