"id","db","song","tag"
"2746","1","431","fulkramick"
"2744","1","671","first fulkramick remix"
"2745","1","671","fulkramick"
"2747","1","431","only"
"2748","1","431","second fulkramick remix"
"2749","1","431","1st fulkramick remix"
"2750","1","3093","well good"
"2751","1","3093","innit"
"2752","1","3243","fff"
"2753","1","1468","hypnotic"
"2754","1","1468","Piano"
"2755","1","1468","groove"
"2756","1","3062","Laving Hope?"
"2758","1","3172","sakamoto"
"2760","1","3170","real world"
"2762","1","2968","screaming guitar"
"2763","2","529","repeative"
"2764","2","529","we need a new song"
"2765","1","3247","closer beats"
"2766","2","500","Electronica"
"2767","1","1476","mash up"
"2768","2","165","not gay"
"2769","2","531","german"
"2770","2","531","ghost"
"2771","1","3256","daydream"
"2772","1","3256","trancy"
"2773","1","3256","fluid"
"2774","1","3257","remorseful"
"2775","1","3257","tragic"
"2776","1","3257","dark"
"2791","1","3234","Electronic"
"2790","2","502","Electronic"
"2786","2","532","survivalism"
"2785","2","532","hyperpower"
"2784","2","532","beginning of the end"
"2787","2","532","the hand that feeds"
"2788","1","3250","Electronic"
"2789","2","529","ok ok"
"2792","1","3218","Electronic"
"2793","2","521","Electronic"
"2795","2","535","ghosts scary"
"2797","1","1818","Techno"
"2798","2","525","Electronic"
"2801","1","2569","Techno"
"2802","2","504","Electronic"
"2803","2","537","Electronic"
"2804","1","3267","Clean Fill"
"2807","1","3271","funny freaky"
"2808","1","3271",
"2809","1","3271","fast"
"2810","2","98",
"2811","2","98","kicks ass"
"2812","2","541","Electronic"
"2813","2","531","emo"
"2817","0","0",
"2815","1","3277","This is my fourth mix of"
"2818","2","541","only"
"2819","2","541","Anti Hater"
"2820","1","3267","original"
"2821","1","3283","Raw"
"2822","1","3283","Acid House"
"2823","1","3283","Raunchy"
"2824","1","2177","ffffffffff"
"2840","1","3277","Industrial Electronica"
"2870","1","3282","Rock"
"2839","2","273","ripped from rusty nails"
"2838","1","3286","sad"
"2837","1","3286","piano"
"2836","1","3280","TB323"
"2843","0","0",
"2845","1","3300","gidon"
"2846","1","3300",
"2847","1","3300","MM"
"2848","1","1300","Trance"
"2849","1","3298","Upbeat"
"2850","1","3302","Lemon 714"
"2851","1","3306","GG"
"2852","1","3306","V"
"2853","1","3306","detuned elements"
"2854","1","3308","amazing end"
"2855","1","3310","crazy frog sample?"
"2856","1","3313","Alternative"
"2869","1","3282","Explicit"
"2859","1","3254","Hip"
"2860","2","528","Electronica"
"2879","2","551","Awesome"
"2862","2","25","great lyrics"
"2863","2","25","decent voice"
"2864","1","3311","Bad ass fucking shizzle!"
"2865","0","0",
"2866","0","0",
"2878","2","551","Toyonaka"
"2871","1","3282","Upbeat"
"2872","1","3271","Electronica"
"2873","1","1469","Sucks"
"2897","1","3338","Electro"
"2875","2","572","lame effects"
"2876","1","483","Awesome"
"2877","1","3355","Electro"
"2880","2","551","San Mateo"
"2881","1","3354","Electro"
"2886","1","3369","Echoplex"
"2885","1","3369","Digiwaste"
"2887","1","3369","Digiwate"
"2888","1","3369","Nine Inch Nails"
"2889","1","3369","Remix"
"2890","1","3370","me I'm not"
"2891","1","3370","only"
"2892","1","3370","jeff2007"
"2893","1","3371","old skool u.k Drum and b"
"2894","1","3371","Electro"
"2895","2","577","Electro"
"2896","1","3352","Electro"
"2898","1","3338","Electronica"
"2899","2","455","Electronic"
"2900","2","446","All American"
"2901","1","2909","bush-ism"
"2902","1","3389","creepy"
"2903","1","3369","acid"
"2904","1","3369","dance"
"2905","1","3369","ebm"
"2906","1","3392","great ending"
"2907","1","2099","shit"
"2908","2","589","nothing changed"
"2909","1","3423","Theday inspired?"
"2910","1","3428","Electronic"
"2911","2","603","Electronic"
"2912","1","3389","compelling"
"2913","0","0",
"2914","0","0",
"2916","2","356","awesome"
"2917","1","1649","light remix"
"2918","2","29","nice piano"
"2919","2","625","lame effects"
"2920","1","3455","fading"
"2921","1","3455","destruction"
"2922","0","0",
"2923","1","1647","Year Zero"
"2924","1","1647","Remix"
"2925","1","1647","N03L"
"2926","1","1647","Dance"
"2927","1","1647","Groove"
"2928","2","139","Beat"
"2929","2","139","The Fragile"
"2930","2","139","Remix"
"2931","2","139","N03L"
"2932","2","139","Drum"
"2933","1","1121","suonolibero.net"
"2934","2","642","My Little Pony Forum"
"2935","1","2891","segue"
"2936","1","3479","the slip"
"3082","0","0",
"2942","1","3488","drug"
"2943","1","3488","loud"
"2944","1","3488","perfect"
"2945","1","3488","the"
"2946","1","3414","awesome"
"2947","1","3488","stained"
"2948","1","3396","techno"
"2949","1","3396","awesome"
"2950","1","3479","the slip in a nutshell"
"2951","1","3496","awesome ending"
"2952","1","3499","Freaking Sweet!"
"2953","2","165","WOOT"
"2960","1","3489","miztro remix"
"2961","1","3489","miztro"
"2962","1","3489","paul misner"
"2963","1","3489","the hand that feeds"
"2964","0","0",
"2965","1","1107","Sonic"
"2966","0","0",
"2967","1","3509","Electro-Punk"
"3797","0","0",
"2975","1","1928","glitch"
"2974","1","1928","melodic"
"2973","1","1928","idm"
"2976","1","1928","pads"
"2977","1","3516","Demon seed"
"2978","2","381","Clay"
"2979","2","381","Cool"
"2980","1","3520","Zero sum"
"2981","2","678","warm"
"2982","2","678","place"
"2983","2","678","cold"
"2984","2","678","cover"
"2985","1","3529","a joke?"
"2986","1","554","childish"
"2987","2","2","damn right noisy"
"2988","1","1507","messy drums"
"2989","2","98","catchy mess"
"2990","2","168","wrong"
"2991","2","103","no climax tho..."
"2992","2","76","simple but satisfying"
"2993","2","50","instrumental"
"2994","2","108","skilled"
"2995","1","2740","Electronica"
"2996","1","2740","Techno"
"3000","1","3560","Chillout"
"2999","1","3560","Techno"
"3001","1","3560","Downtempo"
"3002","1","3560","Techno"
"3003","2","535","strong"
"3004","2","535","deep"
"3005","1","3532","Amazing"
"3007","1","2975","cello"
"3008","1","2975","breakbeat"
"3009","1","2975","piano"
"3010","1","2975","strings"
"3011","1","2975","ominous"
"3012","1","2975","female vocals"
"3013","1","3407","instrumental"
"3014","1","3407","dark"
"3015","1","3407","surreal"
"3151","2","807","EBM"
"3146","1","2515","downtempo"
"3019","1","3528","Gem"
"3020","1","3573","hardcore"
"3021","1","3573","atari"
"3022","1","3573","hypnotic"
"3023","2","704","Cosmopolitan"
"3024","1","3585","Storyline"
"3026","1","3592","Hyperpower! (Deliberate'"
"3027","1","3592","Tag 1"
"3028","0","0",
"3045","1","3601","put"
"3043","1","3601","in"
"3044","1","3601","into"
"3041","1","3601","Awesome"
"3042","1","3601","are"
"3046","1","3601","Reversed"
"3047","1","3601","song"
"3048","1","3601","sounds"
"3049","1","3601","the"
"3050","1","3601","them"
"3051","1","3601","then"
"3052","1","3601","they"
"3053","1","3601","way"
"3054","2","723","pt.1 armand tdtwwa"
"3074","0","0",
"3066","1","3339","christ_himself Lights in"
"3067","1","3339","Best remix of any band o"
"3068","1","3339","even dad!"
"3069","1","3339","Lights In The Sky"
"3070","1","3339","Lights In The Sky (Wavin"
"3071","1","3603","Vocals"
"3072","1","3602","No Vocals/"
"3075","2","747","Dark Day 001"
"3076","2","272","danceable"
"3077","2","751","Ambient"
"3078","2","751","cold"
"3079","2","751","surreal"
"3080","2","749","noob"
"3081","2","751","lucid"
"3083","2","450","tag1"
"3084","0","0",
"3085","1","3311","The Great Destroyer (Mar"
"3086","1","3660","Noisy"
"3087","1","3660","Sorry if you can't hear"
"3088","1","3667","ghosts"
"3089","1","3667","sad"
"3090","1","3667","breakup"
"3091","1","3667","birthday"
"3092","1","3667","singing"
"3093","1","3667","tribute"
"3094","1","3667","piano"
"3327","0","0",
"3096","2","777","live"
"3097","2","777","cover"
"3098","2","777","nothing"
"3099","2","777","terrible lie"
"3100","2","777","old skool"
"3101","1","3677","mashup"
"3102","0","0",
"3104","0","0",
"3105","1","3672","Required reading"
"3106","2","772","In the know"
"3107","1","3658","Anthemn"
"3108","2","769","Your in"
"3109","1","2924","Ya"
"3110","1","2924","this is sic"
"3117","1","3666","epic"
"3116","1","3666","slip"
"3115","1","3666","discipline"
"3118","1","3666","fusion"
"3119","1","3664","fuzzy"
"3121","1","1471","first song"
"3122","2","788","Help Me I Am In Hell"
"3123","2","788","The Downward Spiral"
"3124","2","788","Closer"
"3125","0","0",
"3126","1","3712","TDWWA Samples"
"3243","0","0",
"3197","2","794","In Your Face"
"3138","0","0",
"3131","0","0",
"3132","0","0",
"3133","0","0",
"3135","1","1321","mashup"
"3136","1","1321","all your base are belong"
"3242","0","0",
"3150","2","807","Industrial"
"3152","2","807","Aggrotech"
"3153","2","807","Blut Reaktor"
"3154","2","807","Nine Inch Nails"
"3155","2","807","Remix"
"3164","1","2520","I use fruity loops 8 xxl"
"3196","2","794","Top!"
"3159","1","3648","crashtv who?"
"3160","1","3733","experimental"
"3161","1","3733","mood"
"3162","1","3733","dark"
"3163","2","807","drawrwr"
"3165","1","2520","drum and bass.. reworkin"
"3166","1","2996","amazing"
"3167","1","3289","Roadhouse"
"3168","1","3289","blue collar"
"3169","1","3289","biker version"
"3170","1","3377","foggy"
"3171","1","3377","damp"
"3172","1","3377","cold"
"3173","1","3381","foggy"
"3174","1","3381","damp"
"3175","1","3381","cold"
"3401","0","0",
"3177","2","34","angry trent"
"3179","1","3750","nine"
"3180","1","3750","inch"
"3181","1","3750","nails"
"3182","1","3750","year"
"3183","1","3750","zero"
"3184","1","3750","ableton"
"3185","1","3750","live"
"3186","1","3750","remix"
"3187","1","3750","me"
"3188","1","3750","i'm"
"3189","1","3750","not"
"3190","1","3420","akira"
"3191","0","0",
"3192","0","0",
"3398","0","0",
"3194","2","742","this is accadently at do"
"3195","2","822","rockstar"
"3198","2","794","Off the hook!"
"3200","1","3003","Lesson learned"
"3201","2","815","so sic"
"3202","2","816","Sic Mod"
"3203","1","2481","Mentor"
"3204","0","0",
"3205","1","3339","Light In The Sky"
"3206","1","3339","Waving Goodbye"
"3207","1","3339","christ_himself"
"3208","1","3311","The Great Destroyer"
"3209","1","3311","Mary Chained"
"3210","1","3311","christ_himself"
"3216","0","0",
"3213","0","0",
"3402","0","0",
"3215","0","0",
"3219","0","0",
"3218","0","0",
"3221","0","0",
"3222","0","0",
"3223","1","3763","www.myspace.com/frauanse"
"3224","1","3779","Bout time"
"3226","0","0",
"3227","1","3165","Manson"
"3228","1","3165","Blues"
"3229","1","3165","Moody"
"3230","1","3165","What you see"
"3231","1","3165","old ego"
"3232","1","3165","glass"
"3233","1","3165","weird"
"3234","1","3165","funny"
"3235","1","3165","bonzo"
"3236","1","3165","gonzo"
"3237","1","3165","narcissus"
"3238","1","3165","Only"
"3240","1","3784","discipline"
"3241","1","3784","industrial"
"3244","0","0",
"3245","2","843","terminator"
"3246","2","478","sneaky"
"3247","2","831","Fall In"
"3248","1","3804","nin"
"3249","1","3804","trent"
"3250","1","3804","jim miller"
"3251","1","3804","futureBLU"
"3252","1","3804","god"
"3253","1","3804","given"
"3254","1","142","Ghostbusters Mania"
"3255","1","3034","Entropy"
"3256","1","3804","Copy"
"3257","1","3816","athmospheric"
"3258","1","3816","athmosphere"
"3259","1","3816","ambient"
"3260","1","3816","turntables"
"3261","1","3816","dark"
"3262","0","0",
"3335","0","0",
"3264","2","0","sweet remix u got the be"
"3265","2","843","amazing"
"3286","0","0",
"3270","2","862","spooky"
"3274","2","862","Swearing Is Cool"
"3275","2","862","Wicked Industrial"
"3282","1","3087","woohooo"
"3287","2","870","hardcore badasses"
"3339","0","0",
"3289","2","843","well done kid"
"3290","0","0",
"3291","2","873","badass H"
"3292","0","0",
"3293","0","0",
"3294","2","882","NIN"
"3295","2","882","INDUSTRIAL"
"3296","2","882","REMIX"
"3297","2","882","ALTERNATIVE"
"3298","1","3855","Genius"
"3299","0","0",
"3300","1","3797","Metal Gear Solid"
"3301","1","3797","Survivalism"
"3302","2","98","godlike"
"3303","2","504","Bitch"
"3304","0","0",
"3313","2","171","le suck"
"3312","2","171","hot"
"3311","2","171","portal"
"3314","2","171","taynia"
"3315","0","0",
"3405","0","0",
"3424","0","0",
"3320","1","3884","go sic here"
"3322","0","0",
"3325","0","0",
"3328","1","3087","spectrographic picture"
"3329","1","3087","tweakerray"
"3330","1","3087","electronic"
"3331","1","3087","stutteredits"
"3332","1","1375","great"
"3333","1","2481","still sic as s___"
"3340","0","0",
"3338","1","3583","still sic"
"3350","1","3921","ambient"
"3351","1","3921","analog"
"3352","1","3921","beautiful"
"3353","1","3921","dense"
"3354","1","3921","glitch"
"3355","1","3921","haunting"
"3356","1","3921","noise"
"3357","1","3921","reverb"
"3358","1","3921","shoegaze"
"3359","1","3790","g g g g g g"
"3360","1","3708","hidden hip hop"
"3361","0","0",
"3362","0","0",
"3363","0","0",
"3364","1","3925","intro to sic"
"3365","2","843","rocks"
"3366","2","923","The Frail"
"3367","2","923","Martyface"
"3368","2","923","Drums"
"3369","2","922","modern warriors"
"3371","1","2234","test mix"
"3372","1","3928","Feeltration"
"3373","2","853","Breakbeat"
"3374","2","853","breaks"
"3375","1","3437","breakbeat"
"3376","1","3437","breaks"
"3377","1","3895","excellent drums man"
"3378","2","904","u have a great ear"
"3382","1","3157","g"
"3383","1","3157","ga"
"3384","1","3157","good"
"3385","1","3940","survivalism in your head"
"3441","1","0","teeth"
"3442","1","2234","Ñ‚Ð³Ðº"
"3389","2","857","H official"
"3390","2","859","H essential"
"3391","2","856","H prelude to war"
"3395","0","0",
"3396","0","0",
"3399","0","0",
"3408","0","0",
"3409","1","3963","Four"
"3410","1","3963","Dying"
"3411","1","3963","dc"
"3412","1","963","niggerish"
"3413","2","948","fu this is sic!"
"3445","0","0",
"3444","0","0",
"3417","1","3968","dubstep"
"3418","1","3945","L Clan"
"3419","0","0",
"3423","0","0",
"3429","0","0",
"3431","0","0",
"3432","0","0",
"3435","0","0",
"3440","0","0",
"3438","1","1098","www.joephono.com"
"3439","1","1098","This song is by PHONO"
"3550","0","0",
"3448","0","0",
"3450","2","0","terrible lie"
"3451","2","890","still sic"
"3452","2","843","this sucks"
"3453","1","3739","essential"
"3454","0","0",
"3456","0","0",
"3457","0","0",
"3458","1","3993","remix???"
"3459","0","0",
"3461","1","3981","Errant"
"3462","1","3981","Soul"
"3463","1","3981","Remix"
"3464","1","3981","NIN Echoplex Dead Erran "
"3465","0","0",
"3484","2","888","sick messiah "
"3485","2","888","ProgRAMmed "
"3486","2","888","irreligion "
"3487","2","888","no religion "
"3488","2","888","anti religion "
"3489","2","888",
"3490","0","0",
"3491","0","0",
"3492","0","0",
"3493","1","3995","Break"
"3494","1","3995","your"
"3495","1","3995","beat"
"3496","1","3995","head"
"3497","1","3995","adrian"
"3498","1","3995","sinsol"
"3499","1","3995","only"
"3500","0","0",
"3501","0","0",
"3502","1","3996","top quality"
"3503","1","3996","full sound"
"3504","0","0",
"3506","0","0",
"3507","2","911","    * djjordanj "
"3508","2","911","NIN     * Jayz"
"3509","1","3998","huh"
"3510","2","913","try harder"
"3511","0","0",
"3513","2","911","suck"
"3515","0","0",
"3516","0","0",
"3517","1","3994","remix electronica"
"3518","0","0",
"3526","1","4002","speed"
"3525","1","4002","Hennesy"
"3523","1","4002","DAnny"
"3524","1","4002","Danny"
"3527","1","4002","Tansvestitestallion"
"3528","0","0",
"3529","0","0",
"3536","2","888","Sick Messiah"
"3537","2","888","Anti religion "
"3538","2","888","irreligious "
"3539","2","888","rage n wait"
"3540","2","888","Randall Rash "
"3541","2","888","Self Mutilated Beats "
"3542","2","888","Sick Messiah "
"3545","1","4009","tag1"
"3546","1","4009","tag 4"
"3547","0","0",
"3548","0","0",
"3549","0","0",
"3551","0","0",
"3552","0","0",
"3553","0","0",
"3554","2","855","deanbirchum"
"3558","0","0",
"3557","0","0",
"3559","0","0",
"3560","0","0",
"3561","0","0",
"3562","0","0",
"3563","0","0",
"3564","0","0",
"3565","0","0",
"3566","0","0",
"3567","0","0",
"3568","2","972","progRAMed "
"3569","2","972","sick messiah "
"3570","2","972","once one becomes numb "
"3571","2","972","self mutilated beats "
"3572","2","972",
"3573","0","0",
"3575","0","0",
"3576","0","0",
"3581","2","978","How to Destroy Angels"
"3582","2","978","The Space in Between"
"3583","2","978","NIN"
"3584","2","978",
"3586","0","0",
"3587","0","0",
"3588","1","1596","really"
"3589","1","1596","fucking"
"3590","1","1596","awesome"
"3591","0","0",
"3592","0","0",
"3593","0","0",
"3594","1","3543","Dean Birchum"
"3595","0","0",
"3597","0","0",
"3598","1","2890","god given"
"3599","0","0",
"3600","0","0",
"3602","0","0",
"3603","1","4033","remix "
"3604","1","4033","the greater good "
"3605","1","4033","ghost"
"3606","2","995","the fragile"
"3607","2","995","calm "
"3608","2","995","nashup"
"3609","0","0",
"3610","0","0",
"3611","0","0",
"3612","2","998","game boy"
"3613","2","998","chiptune"
"3614","2","998","8-bit"
"3638","0","0",
"3617","0","0",
"3618","0","0",
"3623","2","996","syth"
"3622","2","996","drum and bass"
"3624","2","996","dark"
"3625","2","996","Drum and Bass"
"3626","2","996","Syth"
"3627","0","0",
"3628","0","0",
"3630","0","0",
"3631","2","1005","all the love in the worl"
"3632","0","0",
"3636","0","0",
"3634","0","0",
"3635","0","0",
"3671","0","0",
"3639","2","994","NIN"
"3640","2","994","Please Comment!!"
"3665","2","1010","Sad"
"3660","2","1010","GlitchyFlame"
"3661","2","1010","Piano"
"3662","2","1010",
"3663","2","1010","Fan"
"3664","2","1010","Popular"
"3666","2","1010","sad Piano"
"3670","0","0",
"3682","0","0",
"3674","2","1013","www.soundcloud.com/chill"
"3676","0","0",
"3677","0","0",
"3679","0","0",
"3681","0","0",
"3683","0","0",
"3692","0","0",
"3688","0","0",
"3689","0","0",
"3690","0","0",
"3693","0","0",
"3696","0","0",
"3698","0","0",
"3700","0","0",
"3701","0","0",
"3702","2","442","Ð°Ð¿Ñ€"
"3703","0","0",
"3704","0","0",
"3705","0","0",
"3706","0","0",
"3708","0","0",
"3713","2","27","experimental"
"3712","2","27","psychadelic"
"3714","2","27","nice synths and edits."
"3715","2","27","Psychadelic"
"3716","2","27","unique"
"3717","0","0",
"3719","0","0",
"3729","0","0",
"3779","0","0",
"3725","0","0",
"3727","0","0",
"3731","0","0",
"3733","0","0",
"3740","0","0",
"3735","0","0",
"3739","0","0",
"3737","0","0",
"3738","0","0",
"3741","0","0",
"3743","0","0",
"3745","0","0",
"3746","0","0",
"3747","0","0",
"3754","1","4065","aliencrime"
"3755","1","4065","00nowhere"
"3756","1","4065","forteprenestino"
"3757","1","4065","jesterphunk"
"3758","1","4065","punk"
"3759","1","4065","techno"
"3760","1","4073","mveckgilodi"
"3761","1","3565","The Eternal Time Warrior"
"3762","0","0",
"3763","2","1020","triagemuzic"
"3764","2","1020","triage"
"3765","2","1020","gelli"
"3766","2","1020",
"3767","2","1025","triage"
"3768","2","1025","triagemuzic"
"3769","2","1025","gelli"
"3770","2","945","triagemuzic"
"3771","2","945","triage"
"3772","2","945","gelli"
"3777","0","0",
"3775","0","0",
"3776","0","0",
"3778","0","0",
"3780","0","0",
"3781","0","0",
"3782","0","0",
"3783","0","0",
"3784","0","0",
"3785","0","0",
"3786","0","0",
"3788","0","0",
"3790","0","0",
"3791","0","0",
"3792","0","0",
"3793","0","0",
"3795","0","0",
"3796","0","0",
"3798","0","0",
"3799","0","0",
"3800","0","0",
"3802","0","0",
"3803","0","0",
"3805","0","0",
"3806","0","0",
"3808","0","0",
"3809","0","0",
"3810","0","0",
"3811","0","0",
"3813","0","0",
"3814","1","4065","best"
"3815","1","4065","pro"
"3816","0","0",
"3817","0","0",
"3819","0","0",
"3820","0","0",
"3821","0","0",
"3822","0","0",
"3826","0","0",
"3843","1","4075","nine inch nails"
"3842","1","4075","nin"
"3841","1","4075","redliss"
"3840","1","4075","jeff freeman"
"3833","0","0",
"3835","0","0",
"3837","0","0",
"3838","0","0",
"3839","0","0",
"3844","1","4075","remix"
"3845","1","4075","the four of us are dying"
"3846","0","0",
"3848","0","0",
"3850","0","0",
"3851","0","0",
"3854","0","0",
"3925","0","0",
"3855","0","0",
"3857","0","0",
"3858","0","0",
"3859","0","0",
"3860","0","0",
"3861","0","0",
"3862","0","0",
"3934","0","0",
"3865","0","0",
"3866","0","0",
"3867","0","0",
"3868","2","947","justenjoythemusic"
"3869","0","0",
"3871","0","0",
"3875","0","0",
"3878","0","0",
"3880","0","0",
"3882","0","0",
"3883","0","0",
"3884","0","0",
"3886","0","0",
"3887","0","0",
"3890","0","0",
"3889","0","0",
"3892","0","0",
"3893","0","0",
"3894","0","0",
"3899","0","0",
"3896","0","0",
"3898","0","0",
"3900","0","0",
"3902","1","4080","real"
"3903","1","3990","special forces"
"3904","0","0",
"3906","0","0",
"3907","0","0",
"3911","0","0",
"3912","0","0",
"3913","0","0",
"3915","0","0",
"3917","0","0",
"3918","0","0",
"3919","0","0",
"3923","0","0",
"3922","0","0",
"3924","0","0",
"3927","0","0",
"3928","0","0",
"3929","0","0",
"3930","0","0",
"3931","0","0",
"3932","0","0",
"3936","0","0",
