"id","type","original","author","title","file","downloads","votes","rating","halosafe","score","score_norating","lastmodified","md5","featured","tags","fulltags","author_blurb"
"59","Official Remix","Only","Her Soul For Sin","Unselfish Supernaut","Nine Inch Nails - NINRemixes.com Official - 59 - Only, Unselfish Supernaut, by Her Soul For Sin.mp3","228","9","5","?","0.197368","0.0394737","0","0e0a653662ccec1451d82b9ad03c6ca8","0",NULL,NULL,
"60","Official Remix","Only","Meltsi",,"Nine Inch Nails - NINRemixes.com Official - 60 - Only remixed by Meltsi.mp3","224","4","5","?","0.0892857","0.0178571","1178976622","f68e169dd194fcd061fa5e656fdac3d4","0",NULL,NULL,
"61","Official Remix","Only","Laermteppich",,"Nine Inch Nails - NINRemixes.com Official - 61 - Only remixed by Laermteppich.mp3","203","7","5.5","S","0.1925","0.035","1178976629","7ed2562723052cf26dabdc322c216e03","0",NULL,NULL,
"62","Official Remix","Only","Suicidal Ninja","v2","Nine Inch Nails - NINRemixes.com Official - 62 - Only, v2, by Suicidal Ninja.mp3","219","5","5.5","?","0.126728","0.0230415","0","401beb4bd3e0855137d952570c05df1a","0",NULL,NULL,
"63","Official Remix","Only","Appes",,"Nine Inch Nails - NINRemixes.com Official - 63 - Only remixed by Appes.mp3","182","6","5.3","?","0.176667","0.0333333","1177094742","98cab3f9ca789da0338de182f638c95a","0",NULL,NULL,
"64","Official Remix","Only","Ben Freaklin and WC","The Lonely Mix","Nine Inch Nails - NINRemixes.com Official - 64 - Only, The Lonely Mix, by Ben Freaklin and WC.mp3","203","8","4.8","?","0.189163","0.0394089","0","73752af14ce0961139b8a92099e9f34e","0",NULL,NULL,
"65","Official Remix","Only","Corinthian",,"Nine Inch Nails - NINRemixes.com Official - 65 - Only remixed by Corinthian.mp3","227","11","5","S","0.243363","0.0486726","1178554878","e28be157ff9cde0f471a36c09ec7c30b","0",NULL,NULL,
"66","Official Remix","Only","Qball",,"Nine Inch Nails - NINRemixes.com Official - 66 - Only remixed by Qball.mp3","210","10","5.7","?","0.274038","0.0480769","1178976633","766f5e0a47fd41e51cf2dc40b9740738","0",NULL,NULL,
"67","Official Remix","Only","Garland",,"Nine Inch Nails - NINRemixes.com Official - 67 - Only remixed by Garland.mp3","193","10","6.4","?","0.331606","0.0518135","1178976637","57bfbcba6d0b32f5d8b6d567a9f3c788","0",NULL,NULL,
"68","Official Remix","Only","Halo33","Sometimes","Nine Inch Nails - NINRemixes.com Official - 68 - Only, Sometimes, by Halo33.mp3","383","13","5.4","?","0.18329","0.0339426","1184475282","d9509fc72862e5e007e31061f6334190","0",NULL,NULL,
"69","Official Remix","Only","Lil Biddy Baby Bunny Shoop Shoop",,"Nine Inch Nails - NINRemixes.com Official - 69 - Only remixed by Lil Biddy Baby Bunny Shoop Shoop.mp3","188","8","5.5","N","0.234043","0.0425532","1178554562","de9eb5aeae754984e5014e44c7453e22","0",NULL,NULL,
"70","Official Remix","Only","Unky","There Is No Remix","Nine Inch Nails - NINRemixes.com Official - 70 - Only, There Is No Remix, by Unky.mp3","214","5","5.7","S","0.133178","0.0233645","0","3b0e70234ccc3bb50e6ea4cea3b69b07","0",NULL,NULL,
"71","Official Remix","Only","Frank Pradio","1 And Only","Nine Inch Nails - NINRemixes.com Official - 71 - Only, 1 And Only, by Frank Pradio.mp3","6933","598","5.1","S","0.442574","0.0867793","1177061660","2d4501b957980c682eb7f54a395e7b49","1","Clever, metal, pop song","pop song, metal, Clever, ",
"72","Official Remix","Only","Ben B","Agenda Entropy","Nine Inch Nails - NINRemixes.com Official - 72 - Only, Agenda Entropy, by Ben B.mp3","232","5","5.2","?","0.112554","0.021645","0","f6a7f63ccafe3f04b69f220ee5a3ac2f","0",NULL,NULL,
"73","Official Remix","Only","Timecode",,"Nine Inch Nails - NINRemixes.com Official - 73 - Only remixed by Timecode.mp3","213","8","5.5","S","0.21256","0.0386473","1178976647","9ffe2823de95b53e8da7c29f3040f6c2","0",NULL,NULL,
"74","Official Remix","Only","Dave K","Deep Kurva","Nine Inch Nails - NINRemixes.com Official - 74 - Only, Deep Kurva, by Dave K.mp3","211","7","5.3","S","0.175829","0.0331754","1190604016","0243520dea4f0ae488a4482efada6bb2","0",NULL,NULL,
"75","Official Remix","Only","Andre Cox","Less Defined Remix","Nine Inch Nails - NINRemixes.com Official - 75 - Only, Less Defined Remix, by Andre Cox.mp3","235","8","6","Y","0.205128","0.034188","0","b5f619f7e3a3b73010ee64ddca00ecf9","0",NULL,NULL,
"76","Official Remix","Only","Carlos Contreras","It's Only Me","Nine Inch Nails - NINRemixes.com Official - 76 - Only, It's Only Me, by Carlos Contreras.mp3","217","5","4.3","N","0.099537","0.0231481","1183057292","02d34a3da12034a701376665acdcd5db","0",NULL,NULL,
"77","Official Remix","Only","John Hillerich","Delay In The Desert","Nine Inch Nails - NINRemixes.com Official - 77 - Only, Delay In The Desert, by John Hillerich.mp3","201","12","4.6","S","0.276","0.06","0","887326643b4c24397a819db9383393f7","0",NULL,NULL,
"78","Official Remix","Only","Aylasaur","Buttplug Remix","Nine Inch Nails - NINRemixes.com Official - 78 - Only, Buttplug Remix, by Aylasaur.mp3","211","8","5","Y","0.169082","0.0338164","1177094839","ca4377dc5a2eea76b22e2575b6e4961b","0",NULL,NULL,
"79","Official Remix","Only","Nora",,"Nine Inch Nails - NINRemixes.com Official - 79 - Only remixed by Nora.mp3","217","6","5.7","?","0.158333","0.0277778","1178976650","f3ec8e4fa3f011d4ba40293687cced06","0",NULL,NULL,
"80","Official Remix","Only","Micheal Tesch","6-48001 Remix","Nine Inch Nails - NINRemixes.com Official - 80 - Only, 6-48001 Remix, by Micheal Tesch.mp3","221","15","4.1","?","0.278281","0.0678733","0","034e7358227b328ad175c0cbec8b3012","0",NULL,NULL,
"81","Official Remix","Only","Brian Orr","Viral","Nine Inch Nails - NINRemixes.com Official - 81 - Only, Viral, by Brian Orr.mp3","839","95","3.3","S","0.375","0.113636","0","55d9293321895762deadd0e1aeb0b94f","0",NULL,NULL,
"82","Official Remix","Only","Joe Black","Black Remix","Nine Inch Nails - NINRemixes.com Official - 82 - Only, Black Remix, by Joe Black.mp3","186","7","5.5","?","0.208108","0.0378378","0","2546aaa1208d71049dea49c7deac848f","0",NULL,NULL,
"83","Official Remix","Only","Dave Huskey",,"Nine Inch Nails - NINRemixes.com Official - 83 - Only remixed by Dave Huskey.mp3","186","10","6.4","?","0.347826","0.0543478","1178554900","def32c8d692e596b79d0a9c46534d795","0",NULL,NULL,
"84","Official Remix","Only","Slighter",,"Nine Inch Nails - NINRemixes.com Official - 84 - Only remixed by Slighter.mp3","293","9","5.4","?","0.16587","0.0307167","1178976655","63cc7ce8128018a34b34423372b926e3","0",NULL,NULL,
"85","Official Remix","Only","Sophie",,"Nine Inch Nails - NINRemixes.com Official - 85 - Only remixed by Sophie.mp3","202","9","5.5","?","0.246269","0.0447761","1178976659","ed585f73499f572bd9e3c7660f05723c","0",NULL,NULL,
"86","Official Remix","Only","Art",,"Nine Inch Nails - NINRemixes.com Official - 86 - Only remixed by Art.mp3","313","9","5.2","S","0.150482","0.0289389","1177094810","ef14a54fc868d127dc398c1a642c99b0","0",NULL,NULL,
"87","Official Remix","Only","DJNV","There Is Only You","Nine Inch Nails - NINRemixes.com Official - 87 - Only, There Is Only You, by DJNV.mp3","206","10","5.5","Y","0.268293","0.0487805","1177965702","7119cf497ff68d0d8a8922a5e44cfbc1","0",NULL,NULL,
"88","Official Remix","Only","Alex Landon","Version","Nine Inch Nails - NINRemixes.com Official - 88 - Only, Version, by Alex Landon.mp3","175","9","5.7","?","0.296532","0.0520231","0","40f09793679d59b33434d836580e8c41","0",NULL,NULL,
"89","Official Remix","Only","Matt Berlin","Billy Bob Reznor","Nine Inch Nails - NINRemixes.com Official - 89 - Only, Billy Bob Reznor, by Matt Berlin.mp3","555","56","3.9","?","0.394937","0.101266","0","8ad52d13e02fa49b97405e5a65800108","0",NULL,NULL,
"90","Official Remix","Only","Siegel","You Shouldn't","Nine Inch Nails - NINRemixes.com Official - 90 - Only, You Shouldn't, by Siegel.mp3","195","8","5.5","?","0.227979","0.0414508","1178936337","28da916862257ee4d5dd3b5927df06b1","0",NULL,NULL,
"91","Official Remix","Only","Angie",,"Nine Inch Nails - NINRemixes.com Official - 91 - Only remixed by Angie.mp3","167","9","5.5","?","0.3","0.0545455","1178544557","c9ab86df7e9b3ac48ebb09f51559b3ab","0",NULL,NULL,
"92","Official Remix","Only","Totom","Suelment Seul","Nine Inch Nails - NINRemixes.com Official - 92 - Only, Suelment Seul, by Totom.mp3","250","7","5.2","Y","0.146774","0.0282258","0","0afe8a682a7edd1c484ec8a91124570e","0",NULL,NULL,
"93","Official Remix","Only","Vadimoka",,"Nine Inch Nails - NINRemixes.com Official - 93 - Only remixed by Vadimoka.mp3","284","18","5.2","?","0.314591","0.0604982","1178557876","d76a515d061303c04ec3a542341fafa4","0",NULL,NULL,
"94","Official Remix","The Hand That Feeds","Unknown","Joymode","Nine Inch Nails - NINRemixes.com Official - 94 - The Hand That Feeds, Joymode, by Unknown.mp3","289","12","5.5","?","0.232394","0.0422535","1135403873","318547f8fa6632c3614c53e37fa6a5ae","0",NULL,NULL,
"95","Official Remix","The Hand That Feeds","Unknown","Jackles","Nine Inch Nails - NINRemixes.com Official - 95 - The Hand That Feeds, Jackles, by Unknown.mp3","526","24","5.9","?","0.274419","0.0465116","1135402163","b00daf0d5552e1cc6bf1e4d97a669848","0",NULL,NULL,
"96","Official Remix","The Hand That Feeds","Idoliside","Club","Nine Inch Nails - NINRemixes.com Official - 96 - The Hand That Feeds, Club, by Idoliside.mp3","413","16","6","?","0.232446","0.0387409","0","632a0a5578f01ee695a67547bc128192","0",NULL,NULL,
"97","Official Remix","The Hand That Feeds","Sefiros","Reminiscence","Nine Inch Nails - NINRemixes.com Official - 97 - The Hand That Feeds, Reminiscence, by Sefiros.mp3","2270","131","5.5","S","0.32008","0.0581964","0","57791249168ef5d8f551d8725deb3679","0",NULL,NULL,
"98","Official Remix","The Hand That Feeds","Lewsor",,"Nine Inch Nails - NINRemixes.com Official - 98 - The Hand That Feeds remixed by Lewsor.mp3","2831","172","5.9","?","0.356306","0.0603908","1135402368","54b25bda1ac13beaeb4646bdd123ee65","0",NULL,NULL,
"99","Official Remix","The Hand That Feeds","Plaeground","78 Barrels Of Blood For Oil","Nine Inch Nails - NINRemixes.com Official - 99 - The Hand That Feeds, 78 Barrels Of Blood For Oil, by Plaeground.mp3","395","9","6","?","0.137755","0.0229592","1135402894","2dd40dfd5a3849f707ceba694831a9d2","0",NULL,NULL,
"100","Official Remix","The Hand That Feeds","Sean Lawrence","Hopeful For Halo","Nine Inch Nails - NINRemixes.com Official - 100 - The Hand That Feeds, Hopeful For Halo, by Sean Lawrence.mp3","226","7","5.5","?","0.146667","0.0266667","1199636416","069e5ba704250da637039e5c1535d5de","0",NULL,NULL,
"101","Official Remix","The Hand That Feeds","John Faver","Quasar","Nine Inch Nails - NINRemixes.com Official - 101 - The Hand That Feeds, Quasar, by John Faver.mp3","934","31","5.4","?","0.174757","0.0323625","1177059901","1d51674f7f4eee469e341f381f77260f","1","jazzy, piano","piano, jazzy",
"102","Official Remix","The Hand That Feeds","John Faver","Piano Mix","Nine Inch Nails - NINRemixes.com Official - 102 - The Hand That Feeds, Piano Mix, by John Faver.mp3","1837","61","5.2","?","0.172955","0.0332606","1177059842","5d4eb6d2ed7cf1c7e1981769560e5d16","1","I wish this was longer!!, piano, too short","too short, piano, I wish this was longer!!, happy NIN!, genius",
"103","Official Remix","The Hand That Feeds","Jared Boyer","Seems Like Salvation","Nine Inch Nails - NINRemixes.com Official - 103 - The Hand That Feeds, Seems Like Salvation, by Jared Boyer.mp3","228","9","5.9","?","0.240271","0.040724","1135403008","f278faf6b8577f299a1d3c35ae01216e","0",NULL,NULL,
"104","Official Remix","The Hand That Feeds","Unknown","Kid","Nine Inch Nails - NINRemixes.com Official - 104 - The Hand That Feeds, Kid, by Unknown.mp3","699","16","4.9","?","0.113459","0.0231548","1135403855","16133883a5e74e7ee8c3cb2050264d03","0",NULL,NULL,
"105","Official Remix","The Hand That Feeds","Unknown","Claytown","Nine Inch Nails - NINRemixes.com Official - 105 - The Hand That Feeds, Claytown, by Unknown.mp3","237","10","5.4","?","0.206809","0.0382979","1135403354","dcee15fc4c8deb0872d425379a33df5b","0",NULL,NULL,
"106","Official Remix","The Hand That Feeds","Unknown","Lithium Mix","Nine Inch Nails - NINRemixes.com Official - 106 - The Hand That Feeds, Lithium Mix, by Unknown.mp3","251","11","5.5","?","0.243952","0.0443548","1135402431","a24a6e5136a3d9b1f55d00092290d420","0",NULL,NULL,
"107","Official Remix","The Hand That Feeds","Unknown","Technishun Cannon","Nine Inch Nails - NINRemixes.com Official - 107 - The Hand That Feeds, Technishun Cannon, by Unknown.mp3","170","6","5.6","?","0.167665","0.0299401","1135403078","5ea6ee778b5604812d923254d5ff3460","0",NULL,NULL,
